季节;朝代;年;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;民族;旗分;爵位;科举
夏;道光;十六;1836;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;德春;满洲;镶黄;;
冬;道光;十六;1836;4;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;文蔚;满洲;正蓝;;
秋;道光;十七;1837;3;户部;户部侍郎;侍郎;户部侍郎;正二;;德春;满洲;镶黄;;
秋;道光;二十;1840;3;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;明训;蒙古;正黄;;
春;道光;二十二;1842;1;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;宗室;惟勤;满洲;镶蓝;;
春;道光;二十二;1842;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;明训;蒙古;正黄;;
夏;道光;二十五;1845;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;宗室;广林;蒙古;正黄;;
夏;道光;二十五;1845;2;工部;工部侍郎;侍郎;工部侍郎;正二;;培成;满洲;镶黄;;
夏;道光;二十八;1848;2;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;宗室;庆祺;满洲;正蓝;;进士
夏;道光;二十八;1848;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;春佑;满洲;正红;;
夏;道光;二十八;1848;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;宗室;灵桂;满洲;正蓝;;进士
夏;道光;二十八;1848;2;奉天府;兼管奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;宗室;庆祺;满洲;正蓝;;进士
夏;道光;二十九;1849;2;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;宗室;庆祺;满洲;正蓝;;进士
夏;道光;二十九;1849;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;春佑;满洲;正红;;
夏;道光;二十九;1849;2;奉天府;兼管奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;宗室;庆祺;满洲;正蓝;;进士
夏;咸丰;元;1851;2;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;;恒毓;满洲;镶白;;
夏;咸丰;元;1851;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;耆瑞;满洲;正蓝;;
夏;咸丰;元;1851;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;广林;蒙古;正黄;;进士
夏;咸丰;元;1851;2;工部;工部侍郎;侍郎;工部侍郎;正二;;培成;满洲;镶黄;;
夏;咸丰;元;1851;2;奉天府;兼管奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;;恒毓;满洲;镶白;;
夏;咸丰;三;1853;2;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;;恒毓;满洲;镶白;;
夏;咸丰;三;1853;2;奉天府;兼管奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;;恒毓;满洲;镶白;;
春;咸丰;四;1854;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;春佑;满洲;正红;;
春;咸丰;四;1854;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;广林;蒙古;正黄;;进士
春;咸丰;四;1854;1;工部;工部侍郎;侍郎;工部侍郎;正二;;培成;满洲;镶黄;;
秋;咸丰;七;1857;3;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;倭仁;蒙古;正红;;进士
秋;咸丰;七;1857;3;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;和润;满洲;镶蓝;;进士
冬;咸丰;八;1858;4;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;;倭仁;蒙古;正红;;
冬;咸丰;八;1858;4;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文俊;满洲;镶红;;监生
冬;咸丰;八;1858;4;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;讷尔济;满洲;正白;;进士
冬;咸丰;八;1858;4;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;和润;满洲;镶蓝;;进士
冬;咸丰;八;1858;4;工部;工部侍郎;侍郎;工部侍郎;正二;;麟兴;蒙古;正白;;
冬;咸丰;八;1858;4;奉天府;兼管奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;;倭仁;蒙古;正红;;
夏;咸丰;九;1859;2;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;和润;满洲;镶蓝;;进士
秋;咸丰;十;1860;3;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;双福;蒙古;正黄;;
秋;咸丰;十;1860;3;兵部;兵部侍郎;侍郎;兵部侍郎;正二;宗室;煜纶;满洲;正红;;
秋;咸丰;十;1860;3;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;和润;满洲;镶蓝;;进士
夏;同治;四;1865;2;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;清安;满洲;正蓝;;
夏;同治;四;1865;2;工部;工部侍郎;侍郎;工部侍郎;正二;;桂清;满洲;正白;;
春;同治;五;1866;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;清安;满洲;镶蓝;;
春;同治;五;1866;1;工部;工部侍郎;侍郎;工部侍郎镶红旗汉军副都统;正二;;桂清;满洲;正白;;
秋;同治;六;1867;3;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;;额勒和布;满洲;镶蓝;;
秋;同治;六;1867;3;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;清安;满洲;镶蓝;;
秋;同治;六;1867;3;工部;工部侍郎;侍郎;工部侍郎镶红旗汉军副都统;正二;;桂清;满洲;正白;;
秋;同治;六;1867;3;奉天府;兼管奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;;额勒和布;满洲;镶蓝;;翻译进士
春;同治;八;1869;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;清安;满洲;镶蓝;;
春;同治;八;1869;1;兵部;兵部侍郎;侍郎;兵部侍郎;正二;宗室;瑞联;满洲;正蓝;;
春;同治;九;1870;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;宗室;麟书;满洲;正黄;;进士
夏;同治;十一;1872;2;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;宗室;瑞联;满洲;正蓝;;
夏;同治;十一;1872;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;宗室;绵宜;满洲;正蓝;;
夏;同治;十一;1872;2;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;铭安;满洲;镶黄;;进士
夏;同治;十一;1872;2;奉天府;兼管奉天府府尹;侍郎;盛京户部侍郎兼管奉天府尹事事务;正二;宗室;瑞联;满洲;正蓝;;
冬;同治;十二;1873;4;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;铭安;满洲;镶黄;;进士
夏;同治;十三;1874;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;继格;满洲;正白;;进士
夏;同治;十三;1874;2;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;铭安;满洲;镶黄;;进士
夏;同治;十三;1874;2;工部;工部侍郎;侍郎;工部侍郎;正二;;桂清;满洲;正白;;
夏;光绪;元;1875;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;继格;满洲;正白;;进士
夏;光绪;元;1875;2;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;铭安;满洲;镶黄;;进士
夏;光绪;元;1875;2;工部;工部侍郎;侍郎;工部侍郎;正二;;桂清;满洲;正白;;
冬;光绪;二;1876;4;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;铭安;满洲;镶黄;;进士
冬;光绪;二;1876;4;工部;工部侍郎;侍郎;工部侍郎;正二;;兴恩;满洲;正白;;进士
冬;光绪;三;1877;4;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;铭安;满洲;镶黄;;进士
冬;光绪;三;1877;4;工部;工部侍郎;侍郎;工部侍郎;正二;;兴恩;满洲;正白;;进士
秋;光绪;四;1878;3;兵部;兵部侍郎;侍郎;兵部侍郎;正二;宗室;绵宜;满洲;镶白;;进士
秋;光绪;四;1878;3;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;铭安;满洲;镶黄;;进士
冬;光绪;四;1878;4;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;铭安;满洲;镶黄;;进士
冬;光绪;四;1878;4;工部;工部侍郎;侍郎;工部侍郎;正二;;兴恩;满洲;正白;;进士
秋;光绪;五;1879;3;兵部;兵部侍郎;侍郎;兵部侍郎;正二;宗室;绵宜;满洲;镶白;;
秋;光绪;五;1879;3;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;啟秀;满洲;正白;;
春;光绪;七;1881;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;啟秀;满洲;正白;;
冬;光绪;八;1882;4;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;满洲;镶蓝;;进士
冬;光绪;八;1882;4;工部;工部侍郎;侍郎;工部侍郎;正二;;兴恩;满洲;正白;;进士
夏;光绪;十;1884;2;户部;户部侍郎;侍郎;户部侍郎;正二;;启秀;满洲;正白;;进士
夏;光绪;十;1884;2;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;钟濂;蒙古;正蓝;;荫生
夏;光绪;十;1884;2;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;满洲;镶蓝;;进士
春;光绪;十一;1885;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;满洲;镶蓝;;进士
春;光绪;十一;1885;1;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
夏;光绪;十二;1886;2;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;启秀;满洲;正白;;进士
夏;光绪;十二;1886;2;刑部;刑部侍郎;侍郎;刑部侍郎;正二;宗室;宝森;满洲;镶蓝;;进士
春;光绪;十三;1887;1;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;满洲;镶黄;;监生
春;光绪;十三;1887;1;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
春;光绪;十六;1890;1;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;绵宜;满洲;镶白;;王子
春;光绪;十六;1890;1;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;凤秀;满洲;镶黄;;监生
春;光绪;十六;1890;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;英煦;满洲;镶蓝;;进士
春;光绪;十六;1890;1;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
春;光绪;十八;1892;1;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;绵宜;满洲;镶白;;进士
春;光绪;十八;1892;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;英煦;满洲;镶蓝;;进士
春;光绪;十八;1892;1;工部;工部侍郎;侍郎;工部侍郎;正二;宗室;阿克丹;满洲;正白;;进士
冬;光绪;十九;1893;4;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;文兴;蒙古;正蓝;;监生
春;光绪;二十一;1895;1;户部;户部侍郎;侍郎;户部侍郎;正二;宗室;绵宜;满洲;镶白;;进士
春;光绪;二十一;1895;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;英煦;满洲;镶蓝;;进士
春;光绪;二十一;1895;1;工部;工部侍郎;侍郎;工部侍郎;正二;;凤秀;满洲;镶黄;;监生
夏;光绪;二十三;1897;2;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
秋;光绪;二十四;1898;3;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;溥顾;;镶红;;
春;光绪;二十五;1899;1;户部;户部侍郎;侍郎;户部侍郎;正二;;良弼;蒙古;正白;;进士
春;光绪;二十五;1899;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;英煦;满洲;镶蓝;;进士
秋;光绪;二十六;1900;3;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;溥颋;;镶红;;举人
冬;光绪;二十七;1901;4;户部;户部侍郎;侍郎;户部侍郎;正二;;清锐;蒙古;镶黄;;翻译进士
冬;光绪;二十七;1901;4;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;萨廉;满洲;镶蓝;;进士
夏;光绪;二十八;1902;2;工部;工部侍郎;侍郎;赏带花翎工部侍郎;正二;;钟灵;满洲;正蓝;;进士
春;光绪;二十九;1903;1;礼部;礼部侍郎;侍郎;礼部侍郎;正二;;荣惠;蒙古;正黄;;
夏;光绪;三十;1904;2;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
夏;光绪;三十一;1905;2;工部;工部侍郎;侍郎;工部侍郎;正二;;钟灵;满洲;正蓝;;进士
秋;乾隆;三十八;1773;3;礼部;礼部侍郎;侍郎;礼部侍郎;正二;觉罗;志信;满洲;正蓝;;
秋;乾隆;五十;1785;3;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹事务;正二;;鄂宝;满洲;镶黄;;
秋;乾隆;五十;1785;3;兵部;兵部侍郎;侍郎;兵部侍郎;正二;;范宜清;汉军;镶黄;;监生
秋;乾隆;五十;1785;3;奉天府;兼管奉天府府尹;侍郎;盛京户部侍郎兼管奉天府府尹事务;正二;;鄂宝;满洲;镶黄;;
春;乾隆;五十一;1786;1;户部;兼管奉天府府尹;侍郎;户部侍郎兼管奉天府府尹;正二;宗室;宜兴;满洲;镶红;;
春;乾隆;五十一;1786;1;刑部;刑部侍郎;侍郎;刑部侍郎;正二;;荣柱;满洲;正白;;
