科年年号;科年时间;科年公历;科年干支;科;名次;科名;甲第;姓名;数据库3原名;省;府;县或州;旗分;民族;民族特点;先赋身份;旗人驻防地;说明;籍1;籍2;政治身份
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十九;1814;甲戌;正科;013;赐同进士出身;3;广林;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
道光;十八;1838;戊戍;正科;001;赐进士出身;2;灵桂;;正蓝;满洲;;正蓝;满洲;;宗室;;;;;旗人
道光;十八;1838;戊戍;正科;001;赐进士出身;2;灵桂;;正蓝;满洲;;正蓝;满洲;;宗室;;;;;旗人
道光;十二;1832;壬辰;恩科;066;赐进士出身;2;善焘;;镶白;满洲;;镶白;满洲;;宗室;;;;;旗人
道光;十二;1832;壬辰;恩科;066;赐进士出身;2;善焘;;镶白;满洲;;镶白;满洲;;宗室;;;;;旗人
道光;十二;1832;壬辰;恩科;066;赐进士出身;2;善焘;;镶白;满洲;;镶白;满洲;;宗室;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;三十;1850;庚戌;翻译科;011;翻译进士;;清安;;镶蓝;满洲;道光三十年庚戌科;镶蓝;满洲;;宗室;;翻译进士;;;旗人
道光;三十;1850;庚戌;翻译科;011;翻译进士;;清安;;镶蓝;满洲;道光三十年庚戌科;镶蓝;满洲;;宗室;;翻译进士;;;旗人
道光;三十;1850;庚戌;翻译科;011;翻译进士;;清安;;镶蓝;满洲;道光三十年庚戌科;镶蓝;满洲;;宗室;;翻译进士;;;旗人
道光;三十;1850;庚戌;翻译科;011;翻译进士;;清安;;镶蓝;满洲;道光三十年庚戌科;镶蓝;满洲;;宗室;;翻译进士;;;旗人
咸丰;二年;1852;壬子;恩科;058;赐同进士出身;3;志和;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;058;赐同进士出身;3;志和;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;058;赐同进士出身;3;志和;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;058;赐同进士出身;3;志和;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;058;赐同进士出身;3;志和;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;六年;1856;丙辰;正科;028;赐进士出身;2;铭安;;镶黄;满洲;;镶黄;满洲;内务府;;;;;;旗人
咸丰;六年;1856;丙辰;正科;028;赐进士出身;2;铭安;;镶黄;满洲;;镶黄;满洲;内务府;;;;;;旗人
咸丰;六年;1856;丙辰;正科;028;赐进士出身;2;铭安;;镶黄;满洲;;镶黄;满洲;内务府;;;;;;旗人
咸丰;二年;1852;壬子;恩科;079;赐进士出身;2;继格;;正白;满洲;;正白;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;079;赐进士出身;2;继格;;正白;满洲;;正白;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;079;赐进士出身;2;继格;;正白;满洲;;正白;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;079;赐进士出身;2;继格;;正白;满洲;;正白;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;079;赐进士出身;2;继格;;正白;满洲;;正白;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;079;赐进士出身;2;继格;;正白;满洲;;正白;满洲;;;;;;;旗人
道光;二十一;1841;辛丑;恩科;086;赐同进士出身;3;苏勒布;;正红;满洲;;正红;满洲;;;;;;;旗人
道光;二十一;1841;辛丑;恩科;086;赐同进士出身;3;苏勒布;;正红;满洲;;正红;满洲;;;;;;;旗人
同治;四;1865;乙丑;正科;096;赐进士出身;2;启秀;啓秀;正白;满洲;;正白;满洲;;;;;;;旗人
同治;四;1865;乙丑;正科;096;赐进士出身;2;启秀;啓秀;正白;满洲;;正白;满洲;;;;;;;旗人
同治;四;1865;乙丑;正科;096;赐进士出身;2;启秀;啓秀;正白;满洲;;正白;满洲;;;;;;;旗人
咸丰;十年;1860;庚申;恩科;078;赐进士出身;2;宝森;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
咸丰;十年;1860;庚申;恩科;078;赐进士出身;2;宝森;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
咸丰;十年;1860;庚申;恩科;078;赐进士出身;2;宝森;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
咸丰;十年;1860;庚申;恩科;078;赐进士出身;2;宝森;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
咸丰;十年;1860;庚申;恩科;078;赐进士出身;2;宝森;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
咸丰;十年;1860;庚申;恩科;078;赐进士出身;2;宝森;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
同治;四;1865;乙丑;正科;004;赐进士出身;2;松森;;正蓝;满洲;;正蓝;满洲;;宗室;;;;;旗人
同治;四;1865;乙丑;正科;004;赐进士出身;2;松森;;正蓝;满洲;;正蓝;满洲;;宗室;;;;;旗人
同治;十;1871;辛未;正科;006;赐同进士出身;3;英煦;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
光绪;九;1883;癸未;翻译科;034;翻译进士;;清锐;;镶黄;满洲;光绪九年癸未科;镶黄;满洲;;;;翻译进士;;;旗人
光绪;九;1883;癸未;翻译科;034;翻译进士;;清锐;;镶黄;满洲;光绪九年癸未科;镶黄;满洲;;;;翻译进士;;;旗人
光绪;十六;1890;庚寅;翻译科;040;翻译进士;;儒林;;镶蓝;满洲;光绪十六年庚寅恩科;镶蓝;满洲;;;;翻译进士;;;旗人
顺治;十二;1655;乙未;满蒙正科;001;赐进士及第;1;图尔臣;图尔宸;正白;满洲;;正白;满洲;;;;;;;旗人
顺治;十二;1655;乙未;满蒙正科;001;赐进士及第;1;图尔臣;图尔宸;正白;满洲;;正白;满洲;;;;;;;旗人
康熙;五十二;1713;癸巳;恩科;003;赐进士及第;1;魏廷珍;;直隶;河间府;景州;;;;;;;;;
康熙;六十;1721;辛丑;正科;019;赐进士出身;2;留保;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
康熙;五十一;1712;壬辰;正科;091;赐同进士出身;3;武拜;吴拜;正红;满洲;;正红;满洲;;觉罗;;;;;旗人
乾隆;七;1742;壬戊;正科;006;赐同进士出身;3;奉宽;;正蓝;满洲;;正蓝;满洲;;觉罗;;;;;旗人
乾隆;十七;1752;壬申;恩科;009;赐进士出身;2;景福;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;四十五;1780;庚子;恩科;076;赐同进士出身;3;萨彬图;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;四十五;1780;庚子;恩科;076;赐同进士出身;3;萨彬图;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
嘉庆;四;1799;己未;正科;074;赐同进士出身;3;廉善;;正黄;满洲;;正黄;满洲;;;;;;;旗人
嘉庆;四;1799;己未;正科;074;赐同进士出身;3;廉善;;正黄;满洲;;正黄;满洲;;;;;;;旗人
嘉庆;十三;1808;戊辰;正科;047;赐进士出身;2;恩宁;;正红;满洲;;正红;满洲;;;;;;;旗人
嘉庆;十三;1808;戊辰;正科;047;赐进士出身;2;恩宁;;正红;满洲;;正红;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;075;赐同进士出身;3;萨炳阿;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;075;赐同进士出身;3;萨炳阿;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;075;赐同进士出身;3;萨炳阿;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
乾隆;元;1736;丙辰;正科;231;赐同进士出身;3;三格;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;元;1736;丙辰;正科;231;赐同进士出身;3;三格;;镶白;满洲;;镶白;满洲;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;三十年;1850;庚戌;正科;075;赐同进士出身;3;萨炳阿;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;075;赐同进士出身;3;萨炳阿;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;075;赐同进士出身;3;萨炳阿;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;060;赐进士出身;2;文格;;正黄;满洲;;正黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;十八;1838;戊戍;正科;049;赐同进士出身;3;恩麟;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;十四;1809;己已;恩科;061;赐同进士出身;3;硕德;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
嘉庆;十四;1809;己已;恩科;061;赐同进士出身;3;硕德;;镶黄;满洲;;镶黄;满洲;;觉罗;;;;;旗人
順治;三;1646;丙戌;正科;068;賜同進士出身;3;王印祚;王胤祚;順天府;;文安縣;;;;;;;;;
康熙;十五;1676;丙辰;正科;036;赐进士出身;2;李涛;;山东;济南府;德州卫;;;;;;;;;
康熙;二十一;1682;壬戌;正科;004;赐进士出身;2;郝林;;直隶;真定府;定州;;;;;;;;;
康熙;三十三;1694;甲戍;正科;090;赐同进士出身;3;朱轼;;江西;瑞州府;高安县;;;;;;;;;
康熙;三十三;1694;甲戍;正科;035;赐进士出身;2;屠沂;;湖广;德安府;孝感县;;;;;;;;;
康熙;三十;1691;辛未;正科;082;赐同进士出身;3;文志鲸;;湖广;常德府;桃源县;;;;;;;;;
康熙;三十;1691;辛未;正科;036;赐进士出身;2;邹汝鲁;;湖广;黄州府;麻城县;;;;;;;;;
康熙;三十六;1697;丁丑;正科;033;赐同进士出身;3;蔡珽;;正白;;;正白;;;;;;;;旗人
康熙;四十八;1709;己丑;正科;013;赐同进士出身;3;黎致远;;福建;汀州府;长汀县;;;;;;;;;
康熙;四十八;1709;己丑;正科;012;赐同进士出身;3;宋筠;;河南;归德府;商丘县;;;;;;;;;
乾隆;十七;1752;壬申;恩科;092;赐同进士出身;3;德风;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;十七;1752;壬申;恩科;092;赐同进士出身;3;德风;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;十六;1751;辛未;正科;078;赐同进士出身;3;全魁;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;十六;1751;辛未;正科;078;赐同进士出身;3;全魁;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;十六;1751;辛未;正科;078;赐同进士出身;3;全魁;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;十六;1751;辛未;正科;078;赐同进士出身;3;全魁;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;三十七;1772;壬辰;正科;081;赐同进士出身;3;铁保;;正黄;满洲;;正黄;满洲;;;;;;;旗人
乾隆;三十七;1772;壬辰;正科;081;赐同进士出身;3;铁保;;正黄;满洲;;正黄;满洲;;;;;;;旗人
乾隆;三十七;1772;壬辰;正科;081;赐同进士出身;3;铁保;;正黄;满洲;;正黄;满洲;;;;;;;旗人
乾隆;五十二;1787;丁未;正科;027;赐同进士出身;3;瑚图礼;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十二;1787;丁未;正科;027;赐同进士出身;3;瑚图礼;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十二;1787;丁未;正科;027;赐同进士出身;3;瑚图礼;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;四十九;1784;甲辰;正科;065;赐同进士出身;3;成书;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;四十九;1784;甲辰;正科;065;赐同进士出身;3;成书;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;四十九;1784;甲辰;正科;065;赐同进士出身;3;成书;;镶白;满洲;;镶白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十四;1789;己酉;正科;024;赐同进士出身;3;荣麟;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
乾隆;五十四;1789;己酉;正科;024;赐同进士出身;3;荣麟;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
乾隆;五十四;1789;己酉;正科;024;赐同进士出身;3;荣麟;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
乾隆;三十六;1771;辛卯;恩科;033;赐同进士出身;3;马慧裕;;正黄;汉军;;正黄;汉军;;;;;;;旗人
乾隆;三十六;1771;辛卯;恩科;033;赐同进士出身;3;马慧裕;;正黄;汉军;;正黄;汉军;;;;;;;旗人
乾隆;三十六;1771;辛卯;恩科;033;赐同进士出身;3;马慧裕;;正黄;汉军;;正黄;汉军;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;四十四1782;1779;己亥;翻译科;001;翻译进士;;富俊;;正黄;蒙古;万舒保佐领下;正黄;蒙古;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
乾隆;五十五;1790;庚戌;恩科;009;赐同进士出身;3;德文;;正白;满洲;;正白;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;二十二;1817;丁丑;正科;016;赐同进士出身;3;德兴;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;六年;1826;丙戌;正科;086;赐进士出身;2;柏葰;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
道光;六年;1826;丙戌;正科;086;赐进士出身;2;柏葰;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
道光;六年;1826;丙戌;正科;086;赐进士出身;2;柏葰;;正蓝;蒙古;;正蓝;蒙古;;;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;十四;1809;己已;恩科;084;赐同进士出身;3;惟勤;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
嘉庆;二十五;1820;庚辰;正科;094;赐进士出身;2;明训;;正黄;蒙古;;正黄;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;二十四;1844;甲辰;正科;049;赐进士出身;2;富呢雅杭阿;;镶红;蒙古;;镶红;蒙古;;;;;;;旗人
道光;九年;1829;己丑;正科;034;赐进士出身;2;倭仁;;正红;蒙古;;正红;蒙古;;;;;;;旗人
道光;九年;1829;己丑;正科;034;赐进士出身;2;倭仁;;正红;蒙古;;正红;蒙古;;;;;;;旗人
道光;九年;1829;己丑;正科;034;赐进士出身;2;倭仁;;正红;蒙古;;正红;蒙古;;;;;;;旗人
道光;九年;1829;己丑;正科;034;赐进士出身;2;倭仁;;正红;蒙古;;正红;蒙古;;;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十;1840;庚子;正科;048;赐进士出身;2;和润;;镶蓝;满洲;;镶蓝;满洲;;宗室;;;;;旗人
道光;二十一;1841;辛丑;恩科;066;赐进士出身;2;宝珣;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;二十一;1841;辛丑;恩科;066;赐进士出身;2;宝珣;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;二十一;1841;辛丑;恩科;066;赐进士出身;2;宝珣;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
咸丰;二;1852;壬子;翻译科;015;翻译进士;;额勒和布;;镶蓝;满洲;咸丰二年壬子科;镶蓝;满洲;;;;繙译进士;;;旗人
咸丰;二;1852;壬子;翻译科;015;翻译进士;;额勒和布;;镶蓝;满洲;咸丰二年壬子科;镶蓝;满洲;;;;繙译进士;;;旗人
咸丰;三年;1853;癸丑;正科;026;赐同进士出身;3;瑞联;;正蓝;满洲;;正蓝;满洲;;宗室;;;;;旗人
咸丰;三年;1853;癸丑;正科;026;赐同进士出身;3;瑞联;;正蓝;满洲;;正蓝;满洲;;宗室;;;;;旗人
咸丰;三年;1853;癸丑;正科;026;赐同进士出身;3;瑞联;;正蓝;满洲;;正蓝;满洲;;宗室;;;;;旗人
咸丰;三年;1853;癸丑;正科;026;赐同进士出身;3;瑞联;;正蓝;满洲;;正蓝;满洲;;宗室;;;;;旗人
咸丰;三年;1853;癸丑;正科;026;赐同进士出身;3;瑞联;;正蓝;满洲;;正蓝;满洲;;宗室;;;;;旗人
咸丰;二年;1852;壬子;恩科;058;赐同进士出身;3;志和;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;058;赐同进士出身;3;志和;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;058;赐同进士出身;3;志和;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;058;赐同进士出身;3;志和;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
咸丰;二年;1852;壬子;恩科;058;赐同进士出身;3;志和;;正蓝;满洲;;正蓝;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;079;赐进士出身;2;崇实;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;079;赐进士出身;2;崇实;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
道光;三十年;1850;庚戌;正科;079;赐进士出身;2;崇实;;镶黄;满洲;;镶黄;满洲;;;;;;;旗人
同治;十三;1874;甲戍;正科;039;赐进士出身;2;赵尔巽;;正蓝;汉军;;正蓝;汉军;;;;;;;旗人
同治;十三;1874;甲戍;正科;039;赐进士出身;2;赵尔巽;;正蓝;汉军;;正蓝;汉军;;;;;;;旗人
乾隆;二十五;1760;庚辰;正科;033;赐进士出身;2;陈用敷;;浙江;杭州府;海宁县;;;;;;;;;
乾隆;三十一;1766;丙戌;正科;029;赐进士出身;2;福保;;正白;满洲;;正白;满洲;;;;;;;旗人
嘉庆;十四;1809;己已;恩科;130;赐同进士出身;3;福保;;正白;满洲;;正白;满洲;;;;;;;旗人
